51
32.84708
N
96.8045
W
170
,begin:C1:C2-10,2024-04-08 17:20:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:20:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:20:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:21:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:21:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:21:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:21:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:22:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:22:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:22:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:22:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:23:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:23:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:23:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:23:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:24:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:24:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:24:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:24:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:25:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:25:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:25:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:25:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:26:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:26:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:26:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:26:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:27:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:27:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:27:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:27:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:28:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:28:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:28:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:28:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:29:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:29:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:29:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:29:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:30:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:30:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:30:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:30:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:31:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:31:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:31:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:31:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:32:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:32:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:32:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:32:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:33:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:33:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:33:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:33:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:34:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:34:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:34:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:34:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:35:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:35:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:35:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:35:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:36:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:36:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:36:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:36:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:37:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:37:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:37:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:37:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:38:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:38:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:38:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:38:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:39:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:39:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:39:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:39:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:40:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:40:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:40:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:40:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:41:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:41:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:41:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:41:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:42:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:42:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:42:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:42:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:43:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:43:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:43:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:43:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:44:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:44:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:44:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:44:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:45:11.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:45:26.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:45:41.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
,begin:C1:C2-10,2024-04-08 17:45:56.0,RAW,100,f/8,,,x,,x,,x,,,,,,,,,,,
